custFirstName,custLastName,custPhone,custGender,driverFirstName,driverLastName,driverPhone,driverLicense,driverGender,carModel,carPlate,carColor,carType,carAvailable,startPoint,endPoint,distance,orderStatus,totalPrice,orderDate,reviewRating,reviewComment
"Nataliia","Marchenko","+380791631570","other","Dmytro","Fedorov","+380909383530","DL244072","prefer not to say","Volkswagen Passat","BM 3517 CX-312","Yellow","Luxury","true","Kyiv, Pekarska St, 7","Kyiv, Pekarska St, 150","12.36","SCHEDULED","93.02","2026-02-19","3","Car was uncomfortable"
"Alina","Fedorov","+380806955944","other","Mariia","Bondarenko","+380889770795","DL328883","prefer not to say","Subaru Legacy","AM 1193 AA-313","Orange","Hatchback","true","Odesa, Bandery St, 96","Odesa, Franka St, 120","5.17","FAILED","102.19","2026-03-25","1","Driver was late"
"Svitlana","Zaitsev","+380879869930","other","Yuliia","Sokolova","+380693370387","DL846369","prefer not to say","Nissan Altima","BB 3010 BB-314","Yellow","Hatchback","true","Vinnytsia, Sichovykh Striltsiv St, 28","Vinnytsia, Pekarska St, 99","13.16","COMPLETED","97.99","2026-02-06","3","Terrible service"
"Dmytro","Kravchenko","+380807947356","female","Mariia","Sokolova","+380829043393","DL612610","female","Ford Fusion","BT 8244 HT-315","Brown","Luxury","true","Vinnytsia, Franka St, 56","Vinnytsia, Bandery St, 125","2.91","COMPLETED","25.51","2026-02-08","2","Highly recommend"
"Oksana","Goncharenko","+380655133151","male","Ivan","Marchenko","+380966951281","DL125987","prefer not to say","Toyota Camry","BK 3688 HT-316","Brown","SUV","true","Ternopil, Khmelnitskoho St, 99","Ternopil, Pekarska St, 110","8.97","ACCEPTED","35.21","2026-02-27","4","Terrible service"
"Oleksandr","Zaitsev","+380903826888","female","Yuliia","Kravchenko","+380826818865","DL780579","male","Subaru Legacy","BI 1650 CX-317","White","Hatchback","false","Lviv, Vasylkivska St, 70","Lviv, Naukova St, 57","15.28","REJECTED","32.68","2026-02-24","2","Not recommended"
"Pavlo","Sokolova","+380721706031","other","Dmytro","Tkachenko","+380901072948","DL910540","male","Mazda 6","BO 1083 II-318","Silver","SUV","true","Kyiv, Stryiska St, 42","Kyiv, Horodotska St, 123","2.76","CANCELLED","38.70","2026-03-01","2","Terrible service"
"Andrii","Marchenko","+380697983714","other","Andrii","Khmelyov","+380662707484","DL252704","male","Mercedes-Benz C-Class","AA 8859 BB-319","Brown","Sedan","true","Rivne, Chornovola Ave, 86","Rivne, Chornovola Ave, 73","5.21","CANCELLED","19.55","2026-03-20","2","Not recommended"
"Svitlana","Kravchenko","+380866033817","prefer not to say","Volodymyr","Polishchuk","+380729639316","DL710390","prefer not to say","Tesla Model 3","AX 1688 HT-320","Silver","Hatchback","true","Kyiv, Zelena St, 143","Kyiv, Franka St, 111","1.92","IN_PROGRESS","92.23","2026-02-19","4","Will ride again"
"Nataliia","Marchenko","+380823997573","other","Anna","Sokolova","+380964497134","DL912509","male","Nissan Altima","AP 9260 II-321","Black","Sedan","true","Chernivtsi, Vasylkivska St, 69","Chernivtsi, Franka St, 121","7.86","COMPLETED","85.90","2026-02-24","1","Driver was late"
"Andrii","Zaitsev","+380985300965","other","Alina","Kravchenko","+380753307045","DL857204","prefer not to say","Volkswagen Passat","BT 5315 HT-322","Black","SUV","true","Lutsk, Horodotska St, 46","Lutsk, Pekarska St, 139","12.76","REJECTED","86.65","2026-02-13","5","Polite driver"
"Volodymyr","Khmelyov","+380637718830","other","Oksana","Fedorov","+380671710222","DL319801","female","Kia Optima","AA 2207 BB-323","Black","SUV","true","Zaporizhzhia, Shevchenka St, 92","Zaporizhzhia, Stryiska St, 56","9.05","SCHEDULED","16.50","2026-03-11","5","Excellent service"
"Alina","Tkachenko","+380696559769","prefer not to say","Mykola","Dovzhenko","+380638681504","DL447972","male","Kia Optima","BT 9939 CX-324","Silver","SUV","false","Kharkiv, Sichovykh Striltsiv St, 68","Kharkiv, Pekarska St, 42","13.08","IN_PROGRESS","32.80","2026-01-13","1","Bad smell in cabin"
"Dmytro","Bondarenko","+380866296099","prefer not to say","Nataliia","Polishchuk","+380993010933","DL675134","male","Subaru Legacy","BB 1562 HT-325","Black","Luxury","true","Ivano-Frankivsk, Zelena St, 5","Ivano-Frankivsk, Sichovykh Striltsiv St, 108","10.67","REJECTED","80.54","2026-02-15","4","Terrible service"
"Mykola","Lysenko","+380802809768","other","Alina","Sokolova","+380674880503","DL294266","other","Audi A4","AX 5707 AA-326","Orange","Sedan","true","Kherson, Lychakivska St, 129","Kherson, Zelena St, 90","12.76","REJECTED","104.17","2026-03-12","2","Could be better"
"Dmytro","Dovzhenko","+380723462934","female","Viktor","Hrytsenko","+380724840221","DL728407","male","Volkswagen Passat","AE 7389 BB-327","Red","Hatchback","false","Ivano-Frankivsk, Pekarska St, 72","Ivano-Frankivsk, Naukova St, 133","5.29","REJECTED","106.43","2026-02-15","2","Bad smell in cabin"
"Viktor","Marchenko","+380889802314","male","Kateryna","Fedorov","+380917677524","DL266411","prefer not to say","Kia Optima","BM 8933 II-328","Black","SUV","true","Odesa, Sichovykh Striltsiv St, 24","Odesa, Valova St, 87","3.24","CANCELLED","76.47","2026-01-26","1","Amazing experience"
"Anna","Bondarenko","+380785965629","female","Svitlana","Marchenko","+380784336772","DL781561","prefer not to say","Skoda Octavia","AA 5439 HT-329","White","Hatchback","false","Ternopil, Vasylkivska St, 53","Ternopil, Vasylkivska St, 96","4.87","CANCELLED","100.31","2026-02-02","4","Not recommended"
"Pavlo","Melnyk","+380805452523","prefer not to say","Svitlana","Kravchenko","+380875349777","DL483403","other","Mazda 6","BM 6965 BB-330","Brown","Hatchback","true","Ternopil, Bandery St, 116","Ternopil, Valova St, 75","13.65","FAILED","49.30","2026-02-14","3","Will ride again"
"Ivan","Khmelyov","+380821026770","female","Nataliia","Tkachenko","+380818942086","DL938228","male","Ford Fusion","AA 8315 HT-331","Green","SUV","false","Kherson, Franka St, 16","Kherson, Pekarska St, 142","2.46","FAILED","71.06","2026-02-06","4","Bad smell in cabin"
"Pavlo","Bondarenko","+380665739622","prefer not to say","Anna","Boyko","+380939733814","DL373586","female","Audi A4","AE 5800 HT-332","White","Luxury","true","Ivano-Frankivsk, Vasylkivska St, 104","Ivano-Frankivsk, Shevchenka St, 55","10.65","COMPLETED","74.90","2026-02-15","2","Very clean car"
"Pavlo","Lysenko","+380874650776","female","Viktor","Hrytsenko","+380723919249","DL180182","male","Renault Megane","AB 1008 AA-333","Green","Sedan","true","Kyiv, Zelena St, 70","Kyiv, Horodotska St, 114","4.39","ACCEPTED","101.82","2026-01-19","3","Not recommended"
"Pavlo","Kushnir","+380927786385","female","Oksana","Khmelyov","+380906345940","DL274236","female","BMW 5 Series","BA 5954 BB-334","White","Sedan","true","Kharkiv, Khmelnitskoho St, 82","Kharkiv, Khmelnitskoho St, 74","7.68","PENDING","73.10","2026-03-09","5","Terrible service"
"Kateryna","Zaitsev","+380934697875","other","Dmytro","Melnyk","+380791198681","DL752413","prefer not to say","Kia Optima","AP 6069 CX-335","Orange","Luxury","true","Vinnytsia, Bandery St, 112","Vinnytsia, Naukova St, 99","6.30","ACCEPTED","45.20","2026-01-10","3","Very clean car"
"Nataliia","Shevchenko","+380906290575","other","Serhii","Shevchenko","+380759206548","DL447922","female","Renault Megane","BH 1874 II-336","Black","SUV","true","Kyiv, Sichovykh Striltsiv St, 52","Kyiv, Bandery St, 18","5.94","SCHEDULED","94.98","2026-01-25","3","Excellent service"
"Olena","Bondarenko","+380939309508","prefer not to say","Serhii","Fedorov","+380935243344","DL802329","other","Nissan Altima","BH 3936 CX-337","Brown","Sedan","true","Odesa, Sichovykh Striltsiv St, 4","Odesa, Horodotska St, 145","7.92","COMPLETED","29.90","2026-03-20","2","Very clean car"
"Yevhen","Marchenko","+380921142074","other","Oleksandr","Lysenko","+380878996980","DL902475","other","Tesla Model 3","AX 7524 CX-338","Silver","SUV","true","Uzhhorod, Shevchenka St, 10","Uzhhorod, Franka St, 84","6.16","SCHEDULED","44.78","2026-01-07","5","Driver was late"
"Kateryna","Kushnir","+380742499354","male","Yevhen","Lysenko","+380821500259","DL102460","female","Tesla Model 3","BK 5857 AA-339","White","Hatchback","true","Mykolaiv, Valova St, 29","Mykolaiv, Franka St, 113","5.39","FAILED","35.65","2026-02-08","5","Driver was late"
"Alina","Khmelyov","+380828923676","female","Andrii","Boyko","+380789810405","DL396248","other","Volkswagen Passat","BA 6070 HT-340","Green","Luxury","true","Mykolaiv, Vasylkivska St, 142","Mykolaiv, Horodotska St, 56","9.45","SCHEDULED","76.25","2026-01-16","3","Could be better"
"Alina","Polishchuk","+380856781359","other","Andrii","Shevchenko","+380891996397","DL857595","female","Volkswagen Passat","BC 5243 BB-341","Yellow","Luxury","true","Rivne, Bandery St, 50","Rivne, Chornovola Ave, 131","9.05","IN_PROGRESS","100.76","2026-03-12","3","Highly recommend"
"Anna","Shevchenko","+380963574438","female","Nataliia","Zaitsev","+380718424955","DL230042","prefer not to say","BMW 5 Series","BA 4903 AA-342","Orange","Luxury","false","Ivano-Frankivsk, Khmelnitskoho St, 50","Ivano-Frankivsk, Kulparkivska St, 40","8.03","CANCELLED","36.53","2026-02-25","2","Smooth ride"
"Mariia","Bondarenko","+380659018106","other","Pavlo","Kushnir","+380917136836","DL232659","prefer not to say","Nissan Altima","AM 9952 CX-343","Grey","Luxury","true","Mykolaiv, Pekarska St, 114","Mykolaiv, Shevchenka St, 39","14.34","ACCEPTED","61.84","2026-03-06","5","Smooth ride"
"Mykola","Zaitsev","+380903563519","female","Oleksandr","Goncharenko","+380925215855","DL142998","male","Subaru Legacy","BK 9626 AA-344","Dark Blue","Luxury","true","Rivne, Valova St, 62","Rivne, Valova St, 24","11.95","REJECTED","73.39","2026-03-15","5","Highly recommend"
"Svitlana","Sokolova","+380651063658","female","Oksana","Melnyk","+380805864208","DL444665","other","Honda Accord","BK 6952 II-345","Orange","SUV","false","Kharkiv, Vasylkivska St, 4","Kharkiv, Pekarska St, 64","1.24","CANCELLED","30.61","2026-02-16","2","Amazing experience"
"Anna","Hrytsenko","+380921408923","female","Olena","Polishchuk","+380878337562","DL500407","female","Mazda 6","BK 7906 II-346","Red","Sedan","false","Chernivtsi, Naukova St, 1","Chernivtsi, Chornovola Ave, 84","5.96","FAILED","56.32","2026-01-13","3","Excellent service"
"Yevhen","Lysenko","+380922370560","female","Mariia","Marchenko","+380876494500","DL135116","female","Skoda Octavia","BB 6236 AA-347","Black","SUV","false","Chernivtsi, Kulparkivska St, 124","Chernivtsi, Kulparkivska St, 16","15.97","FAILED","61.06","2026-01-24","4","Driver was rude"
"Oksana","Polishchuk","+380906079988","prefer not to say","Alina","Khmelyov","+380984254177","DL261032","prefer not to say","Kia Optima","AA 8925 CX-348","Yellow","Luxury","true","Dnipro, Valova St, 18","Dnipro, Vasylkivska St, 8","12.46","FAILED","16.18","2026-02-04","4","Driver was rude"
"Viktor","Kushnir","+380691246352","male","Iryna","Sokolova","+380634967885","DL227055","female","Subaru Legacy","BI 9978 CX-349","Silver","Luxury","true","Uzhhorod, Horodotska St, 115","Uzhhorod, Naukova St, 56","2.29","PENDING","78.98","2026-03-02","2","Highly recommend"
"Iryna","Kravchenko","+380961776652","female","Iryna","Sokolova","+380732747714","DL680282","other","Tesla Model 3","AX 2140 HT-350","White","Hatchback","true","Lutsk, Shevchenka St, 104","Lutsk, Shevchenka St, 22","2.78","FAILED","69.37","2026-03-26","2","Could be better"
"Serhii","Tkachenko","+380987364919","female","Kateryna","Tkachenko","+380711763533","DL644479","prefer not to say","Audi A4","AE 3802 BB-351","Orange","Luxury","true","Zaporizhzhia, Shevchenka St, 46","Zaporizhzhia, Chornovola Ave, 64","4.20","IN_PROGRESS","14.74","2026-01-15","2","Not recommended"
"Dmytro","Sokolova","+380708338109","other","Oksana","Hrytsenko","+380928674950","DL893886","female","Ford Fusion","BB 1751 HT-352","Dark Blue","Sedan","true","Rivne, Shevchenka St, 33","Rivne, Vasylkivska St, 93","8.69","SCHEDULED","19.78","2026-03-27","1","Driver was late"
"Olena","Melnyk","+380952267963","female","Pavlo","Kushnir","+380837321615","DL924089","male","Mazda 6","BO 7270 HT-353","Grey","Hatchback","true","Uzhhorod, Horodotska St, 99","Uzhhorod, Kulparkivska St, 20","10.60","IN_PROGRESS","14.57","2026-01-27","3","Excellent service"
"Anna","Fedorov","+380803212892","male","Olena","Boyko","+380697725273","DL267630","female","Volkswagen Passat","BB 8188 CX-354","White","Hatchback","true","Mykolaiv, Naukova St, 38","Mykolaiv, Vasylkivska St, 98","7.51","REJECTED","72.44","2026-03-12","1","Very clean car"
"Svitlana","Hrytsenko","+380862860029","other","Pavlo","Lysenko","+380819626911","DL505514","other","Volkswagen Passat","BK 2517 HT-355","Orange","Luxury","true","Dnipro, Pekarska St, 108","Dnipro, Kulparkivska St, 27","8.75","PENDING","15.87","2026-02-06","4","Could be better"
"Mykola","Bondarenko","+380787480029","prefer not to say","Alina","Sokolova","+380998722413","DL997010","male","Mazda 6","AO 7831 BB-356","Grey","Hatchback","true","Rivne, Lychakivska St, 95","Rivne, Khmelnitskoho St, 48","12.72","SCHEDULED","65.59","2026-01-18","3","Terrible service"
"Andrii","Tkachenko","+380644075659","female","Nataliia","Polishchuk","+380818648906","DL442791","female","Kia Optima","BK 4608 HT-357","Yellow","SUV","true","Chernivtsi, Horodotska St, 54","Chernivtsi, Vasylkivska St, 45","2.81","REJECTED","69.97","2026-03-11","3","Great trip!"
"Yevhen","Dovzhenko","+380632027818","male","Alina","Sokolova","+380676379958","DL386110","prefer not to say","Subaru Legacy","AX 1201 II-358","White","SUV","true","Ternopil, Kulparkivska St, 83","Ternopil, Stryiska St, 100","8.36","REJECTED","62.03","2026-01-18","2","Great trip!"
"Nataliia","Polishchuk","+380812333301","female","Volodymyr","Kovalenko","+380966659625","DL520772","male","Volkswagen Passat","AM 1398 BB-359","Grey","Sedan","true","Lutsk, Sichovykh Striltsiv St, 59","Lutsk, Horodotska St, 35","4.66","ACCEPTED","94.70","2026-02-11","2","Very clean car"
"Iryna","Dovzhenko","+380936854934","other","Dmytro","Polishchuk","+380648452518","DL832838","other","Nissan Altima","AE 8252 AA-360","Grey","Sedan","true","Kharkiv, Franka St, 42","Kharkiv, Horodotska St, 89","6.79","FAILED","85.09","2026-03-04","2","Smooth ride"
"Oksana","Tkachenko","+380828278218","male","Volodymyr","Goncharenko","+380975361794","DL936028","other","Nissan Altima","AO 9451 HT-361","Green","Hatchback","true","Odesa, Chornovola Ave, 146","Odesa, Bandery St, 63","11.82","PENDING","62.27","2026-03-20","2","Very clean car"
"Alina","Melnyk","+380706692205","other","Mykola","Melnyk","+380896807079","DL735906","other","Toyota Camry","AE 1999 HT-362","Yellow","Hatchback","false","Lutsk, Horodotska St, 81","Lutsk, Zelena St, 149","4.94","FAILED","100.11","2026-01-02","5","Could be better"
"Anna","Boyko","+380752158725","other","Viktor","Zaitsev","+380963503933","DL998031","other","Ford Fusion","AX 4487 II-363","Dark Blue","Hatchback","true","Odesa, Vasylkivska St, 127","Odesa, Pekarska St, 108","10.74","CANCELLED","29.30","2026-01-06","4","Smooth ride"
"Mykola","Goncharenko","+380749445928","male","Serhii","Hrytsenko","+380859711592","DL934606","male","Ford Fusion","AE 8959 CX-364","Black","Luxury","true","Ivano-Frankivsk, Naukova St, 38","Ivano-Frankivsk, Chornovola Ave, 92","15.53","FAILED","58.95","2026-03-11","5","Could be better"
"Nataliia","Marchenko","+380956654557","male","Yevhen","Oliinyk","+380868800000","DL567949","male","Renault Megane","AM 5676 BB-365","Green","Sedan","false","Chernivtsi, Vasylkivska St, 58","Chernivtsi, Khmelnitskoho St, 149","1.12","ACCEPTED","103.05","2026-01-13","2","Highly recommend"
"Svitlana","Kushnir","+380748179298","prefer not to say","Nataliia","Hrytsenko","+380687394640","DL889982","prefer not to say","Tesla Model 3","BO 4743 BB-366","Yellow","Sedan","false","Lutsk, Stryiska St, 144","Lutsk, Khmelnitskoho St, 37","15.56","SCHEDULED","27.26","2026-03-12","1","Excellent service"
"Olena","Oliinyk","+380879463444","male","Mykola","Khmelyov","+380719353994","DL188580","other","Honda Accord","AX 4815 II-367","Black","Luxury","true","Odesa, Stryiska St, 79","Odesa, Horodotska St, 13","8.38","CANCELLED","15.38","2026-01-15","1","Car was uncomfortable"
"Mykola","Lysenko","+380676107922","female","Oleksandr","Kushnir","+380888832102","DL342377","prefer not to say","Kia Optima","AX 4838 II-368","Green","Hatchback","true","Odesa, Khmelnitskoho St, 38","Odesa, Zelena St, 96","4.17","IN_PROGRESS","14.32","2026-02-24","4","Amazing experience"
"Yevhen","Marchenko","+380782018279","other","Iryna","Dovzhenko","+380812059262","DL773583","other","Honda Accord","AP 5788 CX-369","Red","Luxury","false","Kyiv, Stryiska St, 113","Kyiv, Lychakivska St, 146","9.73","FAILED","74.06","2026-02-02","4","Could be better"
"Viktor","Shevchenko","+380672981778","female","Yuliia","Shevchenko","+380861743124","DL471234","prefer not to say","Skoda Octavia","BI 1047 AA-370","Grey","Hatchback","true","Uzhhorod, Franka St, 100","Uzhhorod, Vasylkivska St, 112","7.78","PENDING","99.11","2025-12-31","1","Highly recommend"
"Iryna","Boyko","+380856694072","male","Andrii","Zaitsev","+380915488830","DL132451","prefer not to say","Renault Megane","BK 3882 CX-371","Red","SUV","true","Uzhhorod, Pekarska St, 116","Uzhhorod, Valova St, 94","1.50","IN_PROGRESS","87.61","2026-02-01","5","Car was uncomfortable"
"Ivan","Dovzhenko","+380792007359","prefer not to say","Svitlana","Zaitsev","+380902398643","DL122320","female","Ford Fusion","AB 5392 CX-372","Brown","Luxury","true","Zaporizhzhia, Naukova St, 123","Zaporizhzhia, Kulparkivska St, 113","4.86","IN_PROGRESS","59.33","2026-03-18","3","Will ride again"
"Nataliia","Tkachenko","+380883122490","other","Volodymyr","Fedorov","+380862390876","DL407947","male","Volkswagen Passat","AB 5718 HT-373","Grey","Luxury","true","Dnipro, Lychakivska St, 66","Dnipro, Valova St, 96","7.75","FAILED","36.47","2026-01-11","1","Great trip!"
"Serhii","Lysenko","+380921389763","female","Pavlo","Marchenko","+380692872954","DL123981","female","BMW 5 Series","AA 3700 AA-374","Dark Blue","Hatchback","true","Uzhhorod, Kulparkivska St, 105","Uzhhorod, Bandery St, 70","7.25","PENDING","58.29","2026-03-27","4","Driver was rude"
"Andrii","Dovzhenko","+380804547665","other","Oleksandr","Marchenko","+380945066188","DL860655","prefer not to say","Nissan Altima","BI 8707 II-375","Black","Luxury","true","Ternopil, Vasylkivska St, 92","Ternopil, Bandery St, 49","11.27","FAILED","59.45","2026-02-15","3","Very clean car"
"Mykola","Bondarenko","+380928319111","male","Ivan","Tkachenko","+380662584029","DL965782","female","Honda Accord","BC 8620 BB-376","Red","Sedan","true","Kharkiv, Lychakivska St, 63","Kharkiv, Shevchenka St, 2","13.79","FAILED","101.94","2026-02-24","4","Could be better"
"Anna","Fedorov","+380721528695","female","Oleksandr","Bondarenko","+380856071039","DL376132","male","Ford Fusion","BE 9960 HT-377","Silver","Sedan","true","Ternopil, Chornovola Ave, 97","Ternopil, Lychakivska St, 107","1.28","COMPLETED","42.35","2026-03-26","3","Driver was late"
